"Entity Name","Alternative Form of Name","Project ID","LOD ID","Entity Location","Entity Location - Object ID",Entity_Acronym,"[Related Entity] Sub-Object ID","[Related Entity] Sub Entity","[Related Entity] Sub Entity - Object ID","[Related Entity] Main Entity","[Related Entity] Main Entity - Object ID","[Related Entity] Affiliated Entity","[Related Entity] Affiliated Entity - Object ID","[Located] Sub-Object ID","[Located] Location Reference","[Located] Location Reference - Object ID","[Located] Geometry","[Located] Located"
"Punkt Informacyjno-Konsultacyjny Samorządów Pracowniczych ""Region Mazowsze""",,01040,,,,,16408135,,,,,,,16406461,,,,Warszawa
PW,,01041,,,,,16408136,,,,,,,16406462,,,,Wrocław
PW,,01042,,,,,16408137,,,,,,,16406463,,,,Warsz.
PW,,01043,,,,,16408138,,,,,,,,,,,
"PWA - Przegląd Wiadomości Agencyjnych|PWA [Przegląd Wiadomości Agencyjnych]",,01044,,,,,16408139,,,,,,,16406464,,,,Warszawa
PWP,,01045,,,,,16408140,,,,,,,16406465,,,,"S. l."
pzpn,,01046,,,,,16408141,,,,,,,16406466,,,,Lublin
PZWN,,01047,,,,,16408142,,,,,,,16406467,,,,"Poznań [etc.]"
Quarter-II,,01048,,,,,16408143,,,,,,,16406468,,,,Kraków
"R. K. S. [Regionalny Komitet Strajkowy] Region Dolny Śląsk NSZZ [Niezależnego Samorządnego Związku Zawodowego]|R.K.S. [Regionalny Komitet Strajkowy] Region Dolny Śląsk NSZZ [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność""",,01049,,,,,16408144,,,,,,,16406469,,,,Wrocław
"Rada Oświaty Niezależnej|Rada Oświaty Niezależnej przy RKS NSZZ [Regionalnym Komitecie Strajkowym Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"" Regionu Dolny Śląsk|Rada Oświaty Niezależnej Region Dolny Śląsk|Rada Oświaty Niezależnej. Region Dolny Śląsk",,01050,,,,,16408145,,,,,,,16406470,,,,Wrocław
"Rada Polityczna",,01051,,,,,16408146,,,"Konfederacja Polski Niepodległej Rada Polityczna",9901546,,,,,,,
"Rada Polityczna KPN",,01052,,,,,16408147,,,,,,,16406471,,,,Warszawa
"Rada vzájemné hospodářské pomoci",,01053,,,,,16408148,,,,,,,,,,,
Radiator,,01054,,,,,16408149,,,,,,,16406472,,,,Lublin
"Radio Free Europe",,01055,,,,,16408150,,,,,,,,,,,
Recontra,,01056,,,,,16408151,,,,,,,16406473,,,,Warszawa
Recto,,01057,,,,,16408152,,,,,,,16406474,,,,Warszawa|Warsaw
red.,,01058,,,,,16408153,,,,,,,,,,,
Red.,,01059,,,,,16408154,,,,,,,,,,,
Redakce,,01060,,,,,16408155,,,,,,,,,,,
"Redakce Fragmentu K",,01061,,,,,16408156,,,,,,,,,,,
"Redakce Informace o Chartě 77",,01062,,,,,16408157,,,,,,,,,,,
"Redakce Informace o Chartě 77|Redakce Informací o Chartě 77",,01063,,,,,16408158,,,,,,,,,,,
"Redakcja ""Robotnika",,01064,,,,,16408159,,,,,,,16406475,,,,"Gdańsk Warszawa"
"Redakcja Biblioteki ""Głosu""",,01065,,,,,16408160,,,,,,,16406476,,,,Warszawa
"Redakcja Terytorialno-Związkowego Komitetu Samoobrony Społecznej ""Solidarność""",,01066,,,,,16408161,,,,,,,16406477,,,,Gdańsk
Reduta,,01067,,,,,16408162,,,,,,,16406478,,,,"Warszawa Gdańsk"
Reduta,,01068,,,,,16408163,,,,,,,16406479,,,,Warszawa
Reduta,,01069,,,,,16408164,,,,,,,16406480,,,,Lublin
Reduta,,01070,,,,,16408165,,,,,,,16406481,,,,"s. l."
"Reduta Most",,01071,,,,,16408166,,,,,,,16406482,,,,Warszawa
"Region Małopolska",,01072,,,,,16408167,,,,,,,,,,,
"Region Mazowsze",,01073,,,,,16408168,,,"Niezależny Samorządny Związek Zawodowy ""Solidarność"" Region Mazowsze",9901822,,,,,,,
"Region Olsztyński",,01074,,,,,16408169,,,,,,,,,,,
"Region Śl[ąska] Opolskiego|Region Śląska Opolskiego",,01075,,,,,16408170,,,,,,,16406483,,,,"S. l."
"Region Środkowo-Wschodni",,01076,,,,,16408171,,,,,,,,,,,
"Region Środkowo-Wschodni NSZZ Solidarność",,01077,,,,,16408172,,,,,,,16406484,,,,Lublin
"Regionalna Komisja Wyborcza. Region Małopolska",,01078,,,,,16408173,,,,,,,16406485,,,,Kraków
"Regionalna Komisja Wykonawcza Niezależnego Samorządnego Związku Zawodowego ""Solidarność"" Ziemi Łódzkiej",,01079,,,,,16408174,,,,,,,16406486,,,,Łódź
"Regionalna Komisja Wykonawcza NSZZ [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"" Regionu Śląsko-Dąbrowskiego",,01080,,,,,16408175,,,,,,,16406487,,,,Katowice
"Regionalna Komisja Wykonawcza NSZZ [Niezleżnego Samorządnego Związku Zawodowego] ""Solidarność""",,01081,,,,,16408176,,,,,,,16406488,,,,Toruń
"Regionalny Komitet Obrony Więzionych za Przekonania",,01082,,,,,16408177,,,,,,,16406489,,,,Rzeszów
"Regionalny Komitet Strajkowy NSZZ [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"" Dolny Śląsk|RKS [Regionalny Komitet Strajkowy]|RKS [Regionalny Komitet Strajkowy] Dolny Śląsk NSZZ [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność""|RKS NSZZ ""Solidarność""|RKS NSZZ [Regionalny Komitet Strajkowy Niezależnego Samorządnego Związku Zawodowego] ""Solidarność""|RKS NSZZ [Regionalny Komitet Strajkowy Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"". Region Dolny Śląsk|RKW NSZZ ""S""|RKW [Regionalna Komisja Wykonawcza] NSZZ ""S"" [Niezależnego Samorządnego Związku Zawodowego ""Solidarność""]. Dolny Śląsk KIiP ""S"" [Komisja Interwencji i Praworządności ""Solidarność]. Dolny Śląsk|RKW NSZZ ""Solidarność""|RKW NSZZ [Regionalna Komisja Wykonawcza Niezależnego Samorządnego Związku Zawodowego] ""Solidarność""|RKW NSZZ [Regionalna Komisja Wykonawcza Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"". Dolny Śląsk",,01083,,,,,16408178,,,,,,,16406490,,,,"Wrocław|Wroc.|s.      l."
Regiony,,01084,,,,,16408179,,,,,,,16406491,,,,"Gdańsk Kraków"
ReKontra,,01085,,,,,16408180,,,,,,,16406492,,,,Warszawa
Rekontra|ReKontra,,01086,,,,,16408181,,,,,,,16406493,,,,Warszawa
"Renega [samizdat]",,01087,,,,,16408182,,,,,,,16406494,,,,Praha
"Republika (hudební skupina)",,01088,,,,,16408183,,,,,,,,,,,
RES,,01089,,,,,16408184,,,,,,,16406495,,,,Kraków
Respublica,,01090,,,,,16408185,,,,,,,16406496,,,,Warszawa
Respublica,,01091,,,,,16408186,,,,,,,16406497,,,,Lublin
Resursa,,01092,,,,,16408187,,,,,,,16406498,,,,Kraków
Rewers,,01093,,,,,16408188,,,,,,,16406499,,,,Warszawa
Rezonans,,01094,,,,,16408189,,,,,,,16406500,,,,Olsztyn
"Riviera-Remont (studentský klub)",,01095,,,,,16408190,,,,,,,,,,,
RKMN,,01096,,,,,16408191,,,,,,,16406501,,,,"s. l."
"RKS [Regionalny Komitet Strajkowy] ""Małopolska"" ""Libertas""|RKW [Regionalna Komisja Wykonawcza]",,01097,,,,,16408192,,,,,,,16406502,,,,Kraków
"RKW NSZZ ""Solidarność""",,01098,,,,,16408193,,,,,,,16406503,,,,Toruń
"RO NZS",,01099,,,,,16408194,,,,,,,16406504,,,,"S. l."
Robotnik,,01100,,,,,16408195,,,,,,,16406505,,,,Warsz.|Warszawa
"ROPCZO (Hnutí na obranu lidských a občanských práv)",,01101,,,,,16408196,,,,,,,,,,,
Rota,,01102,,,,,16408197,,,,,,,16406506,,,,Kraków
Roxolania,,01103,,,,,16408198,,,,,,,16406507,,,,Gdańsk
Rozstaje,,01104,,,,,16408199,,,,,,,16406508,,,,"S. l.|S.l."
RPR,,01105,,,,,16408200,,,,,,,16406509,,,,Warszawa
"Ruch ""Wolność i Pokój""",,01106,,,,,16408201,,,,,,,16406510,,,,Warszawa
"Ruch Młodej Polski",,01107,,,,,16408202,,,,,,,16406511,,,,Kraków
"Ruch Młodzieży Katolickiej NZS [Niezależnego Zrzeszenia Studentów]. Politechnika Wrocławska",,01108,,,,,16408203,,,,,,,16406512,,,,Wrocław
"Ruch Młodzieży Niezależnej ""Szaniec""",,01109,,,,,16408204,,,,,,,16406513,,,,"Gorzów Wielkopolski"
"Ruch Młodzieży Niezależnej Dolny Śląsk",,01110,,,,,16408205,,,,,,,16406514,,,,Wrocław
"Ruch Obrony Praw Człowieka i Obywatela",,01111,,,,,16408206,,,,,,,16406515,,,,Warszawa
"Ruch Oporu Społecznego Wolność, Niepodległość",,01112,,,,,16408207,,,,,,,16406516,,,,Kraków
"Ruch Polityczny ""Wyzwolenie""",,01113,,,,,16408208,,,,,,,,,,,
"Ruch Polityki Realnej",,01114,,,,,16408209,,,,,,,,,,,
"Ruch Społeczny ""Solidarność""|Ruch Społeczny ""Solidarność"". Sekcja Organizacyjna",,01115,,,,,16408210,,,,,,,16406517,,,,Wrocław|Wrocław?
"Ruch Wolność i Pokój (opoziční hnutí)",,01116,,,,,16408211,,,,,,,,,,,
"Ruch wolnych demokratów|Ruch Wolnych Demokratów",,01117,,,,,16408212,,,,,,,,,,,
"Ruch Wyzwolenia Polski",,01118,,,,,16408213,,,,,,,,,,,
"Ruch Zielonych",,01119,,,,,16408214,,,,,,,16406518,,,,Warszawa
RWP,,01120,,,,,16408215,,,,,,,16406519,,,,Warszawa
Rytm,,01121,,,,,16408216,,,,,,,16406520,,,,Warsz.|Warszawa
Rytm,,01122,,,,,16408217,,,,,,,16406521,,,,Warszawa
"Rytm Pokolenie",,01123,,,,,16408218,,,,,,,16406522,,,,Warszawa
"Rzymskokatolickie Wydaw. im. Ignacego Loyoli",,01124,,,,,16408219,,,,,,,16406523,,,,Warszawa
S,,01125,,,,,16408220,,,,,,,16406524,,,,Warszawa
S,,01126,,,,,16408221,,,,,,,16406525,,,,Krak.
"s . n.",,01127,,,,,16408222,,,,,,,16406526,,,,"S. l."
"s .n.",,01128,,,,,16408223,,,,,,,16406527,,,,"S. l."
"s n.",,01129,,,,,16408224,,,,,,,16406528,,,,Kraków
"s n.",,01130,,,,,16408225,,,,,,,16406529,,,,"S. l."
"s. n",,01131,,,,,16408226,,,,,,,16406530,,,,"S. l."
"s. n.",,01132,,,,,16408227,,,,,,,16406531,,,,"Roma Warszawa [etc.]"
"s. n.",,01133,,,,,16408228,,,,,,,16406532,,,,"Gorzów Wielkopolski"
"s. n.",,01134,,,,,16408229,,,,,,,16406533,,,,"Wrocław Warszawa"
"s. n.",,01135,,,,,16408230,,,,,,,16406534,,,,"Miejsce Piastowe"
"s. n.",,01136,,,,,16408231,,,,,,,16406535,,,,"Warszawa [etc.]"
"s. n.",,01137,,,,,16408232,,,,,,,16406536,,,,"Warszawa Lublin"
"s. n.",,01138,,,,,16408233,,,,,,,16406537,,,,"Poznań Kraków"
"s. n.",,01139,,,,,16408234,,,,,,,16406538,,,,"Stalowa Wola"
"s. n.",,01140,,,,,16408235,,,,,,,16406539,,,,Częstochowa
"s. n.",,01141,,,,,16408236,,,,,,,16406540,,,,W[arsza]wa
"s. n.",,01142,,,,,16408237,,,,,,,16406541,,,,"Jasna Góra"
"s. n.",,01143,,,,,16408238,,,,,,,16406542,,,,Bydgoszcz
"s. n.",,01144,,,,,16408239,,,,,,,16406543,,,,Wałbrzych
"s. n.",,01145,,,,,16408240,,,,,,,16406544,,,,"Nowa Huta"
"s. n.",,01146,,,,,16408241,,,,,,,16406545,,,,Warszawa
"s. n.",,01147,,,,,16408242,,,,,,,16406546,,,,Siedlce?
"s. n.",,01148,,,,,16408243,,,,,,,16406547,,,,Szczecin
"s. n.",,01149,,,,,16408244,,,,,,,16406548,,,,Katowice
"s. n.",,01150,,,,,16408245,,,,,,,16406549,,,,Wrocław?
"s. n.",,01151,,,,,16408246,,,,,,,16406550,,,,Oświęcim
"s. n.",,01152,,,,,16408247,,,,,,,16406551,,,,Wrocław
"s. n.",,01153,,,,,16408248,,,,,,,16406552,,,,Olsztyn
"s. n.",,01154,,,,,16408249,,,,,,,16406553,,,,Kraków?
"s. n.",,01155,,,,,16408250,,,,,,,16406554,,,,Siedlce
"s. n.",,01156,,,,,16408251,,,,,,,16406555,,,,Rzeszów
"s. n.",,01157,,,,,16408252,,,,,,,16406556,,,,Gliwice
"s. n.",,01158,,,,,16408253,,,,,,,16406557,,,,Kwidzyn
"s. n.",,01159,,,,,16408254,,,,,,,16406558,,,,Gniezno
"s. n.",,01160,,,,,16408255,,,,,,,16406559,,,,Poznań
"s. n.",,01161,,,,,16408256,,,,,,,16406560,,,,Kraków
"s. n.",,01162,,,,,16408257,,,,,,,16406561,,,,Lublin
"s. n.",,01163,,,,,16408258,,,,,,,16406562,,,,Kielce
"s. n.",,01164,,,,,16408259,,,,,,,16406563,,,,Gdańsk
"s. n.",,01165,,,,,16408260,,,,,,,16406564,,,,Kalisz
"s. n.",,01166,,,,,16408261,,,,,,,16406565,,,,Tarnów
"s. n.",,01167,,,,,16408262,,,,,,,16406566,,,,Gdynia
"s. n.",,01168,,,,,16408263,,,,,,,16406567,,,,Uherce
"s. n.",,01169,,,,,16408264,,,,,,,16406568,,,,"S. l."
"s. n.",,01170,,,,,16408265,,,,,,,16406569,,,,Łódź?
"s. n.",,01171,,,,,16408266,,,,,,,16406570,,,,Toruń
"s. n.",,01172,,,,,16408267,,,,,,,16406571,,,,"s. l."
"s. n.",,01173,,,,,16408268,,,,,,,16406572,,,,Radom
"s. n.",,01174,,,,,16408269,,,,,,,16406573,,,,Opole
"s. n.",,01175,,,,,16408270,,,,,,,16406574,,,,S.l.
"s. n.",,01176,,,,,16408271,,,,,,,16406575,,,,"S. l"
"s. n.",,01177,,,,,16408272,,,,,,,16406576,,,,Łódź
"s. n.",,01178,,,,,16408273,,,,,,,16406577,,,,Warszawa
s.n.,,01179,,,,,16408274,,,,,,,16406578,,,,Warszawa
s.n.,,01180,,,,,16408275,,,,,,,16406579,,,,Wrocław
s.n.,,01181,,,,,16408276,,,,,,,16406580,,,,Kraków
s.n.,,01182,,,,,16408277,,,,,,,16406581,,,,Tarnów
s.n.,,01183,,,,,16408278,,,,,,,16406582,,,,Poznań
s.n.,,01184,,,,,16408279,,,,,,,16406583,,,,Gdańsk
s.n.,,01185,,,,,16408280,,,,,,,16406584,,,,"S. l."
s.n.,,01186,,,,,16408281,,,,,,,16406585,,,,S.l.
s.n.,,01187,,,,,16408282,,,,,,,16406586,,,,"S l."
S.O.S.,,01188,,,,,16408283,,,,,,,16406587,,,,Warszawa
"Salus [samizdat]",,01189,,,,,16408284,,,,,,,16406588,,,,Praha
SAM,,01190,,,,,16408285,,,,,,,16406589,,,,"S. l."
Samizdat,,01191,,,,,16408286,,,,,,,16406590,,,,Warszawa
"Samodzielna Oficyna Literacka",,01192,,,,,16408287,,,,,,,16406591,,,,Poznań
"Samodzielna Oficyna Wydawnicza ZK [Zakładu Karnego]",,01193,,,,,16408288,,,,,,,16406592,,,,Kwidzyn
"Samorządna Rzeczypospolita",,01194,,,,,16408289,,,,,,,16406593,,,,Wrocław
Sanacja,,01195,,,,,16408290,,,,,,,16406594,,,,Warszawa
"Šanov 1 (hudební skupina)",,01196,,,,,16408291,,,,,,,,,,,
"Savez komunista Jugoslavije",,01197,,,,,16408292,,,,,,,,,,,
"SAW - Studencka Agencja Wydawnicza im. Uniwersytetu Zachodnio-Pomorskiego",,01198,,,,,16408293,,,,,,,16406595,,,,Szczecin
"SAW [Studencka Agencja Wydawnicza]",,01199,,,,,16408294,,,,,,,16406596,,,,Warszawa
SDS,,01200,,,,,16408295,,,,,,,16406597,,,,"s. l."
"Sekcja Zawodowa Budownictwa Regionalnego Małopolska",,01201,,,,,16408296,,,,,,,16406598,,,,Kraków
Semafor,,01202,,,,,16408297,,,,,,,16406599,,,,Wrocław
"Serwis Informacyjny RKS Małopolska",,01203,,,,,16408298,,,,,,,16406600,,,,Kraków
"SG [Stocznia Gdańska]. Solidarność",,01204,,,,,16408299,,,,,,,16406601,,,,Gdańsk
"Sieć Organizacji Zakładowych NSZZ [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"" wiodących zakładów pracy",,01205,,,,,16408300,,,,,,,16406602,,,,"Gdańsk [etc.]"
Siglum,,01206,,,,,16408301,,,,,,,16406603,,,,Lublin
Signum,,01207,,,,,16408302,,,,,,,16406604,,,,Warszawa
"SIW - Studencka Inicjatywa Wydawnicza|SIW [Studencka Inicjatywa Wydawnicza]",,01208,,,,,16408303,,,,,,,16406605,,,,Poznań
"Sjezd delegátů",,01209,,,,,16408304,,,,,,,,,,,
"Skarżyska Oficyna Wydawnicza|Skarżyska Oficyna Wydawnicza SOWa|Skarżyska Oficyna Wydawnicza SOWA|SOWA - Skarżyska Oficyna Wydawnicza",,01210,,,,,16408305,,,,,,,16406606,,,,Skarżysko-Kamienna
"SKN [Społeczny Komitet Nauki]",,01211,,,,,16408306,,,,,,,16406607,,,,"s. l."
Skorpion,,01212,,,,,16408307,,,,,,,16406608,,,,Warszawa
"SKS (1. Studentský výbor Solidarity)",,01213,,,,,16408308,,,,,,,,,,,
"Skupina A",,01214,,,,,16408309,,,,,,,,,,,
Słowo,,01215,,,,,16408310,,,,,,,16406609,,,,Warszawa
"Słowo Niepodległe",,01216,,,,,16408311,,,,,,,16406610,,,,Warsz.|Warszawa
"Słowo Podziemne",,01217,,,,,16408312,,,,,,,16406611,,,,Warszawa
SN,,01218,,,,,16408313,,,,,,,16406612,,,,Warszawa
"SN [Solidarność Nauczycielska]",,01219,,,,,16408314,,,,,,,16406613,,,,Lublin
"Socialistická internacionála",,01220,,,,,16408315,,,,,,,,,,,
"Societas incognitorum eruditorum [samizdat]",,01221,,,,,16408316,,,,,,,16406614,,,,Praha
"SOLID - Studencka Oficyna Literatów i Dysydentów|SOLID [Studencka Oficyna Literatów i Dysydentów]",,01222,,,,,16408317,,,,,,,16406615,,,,Warszawa
Solidarni,,01223,,,,,16408318,,,,,,,16406616,,,,Warszawa
Solidarność,,01224,,,,,16408319,,,,,,,16406617,,,,"Gorzów Wielkopolski"
Solidarność,,01225,,,,,16408320,,,,,,,16406618,,,,Warsz.|Warszawa
Solidarność,,01226,,,,,16408321,,,,,,,16406619,,,,"Nowy Targ"
Solidarność,,01227,,,,,16408322,,,,,,,16406620,,,,Bydgoszcz
Solidarność,,01228,,,,,16408323,,,,,,,16406621,,,,Szczecin
Solidarność,,01229,,,,,16408324,,,,,,,16406622,,,,Suwałki
Solidarność,,01230,,,,,16408325,,,,,,,16406623,,,,Elbląg
Solidarność,,01231,,,,,16408326,,,,,,,16406624,,,,Poznań
Solidarność,,01232,,,,,16408327,,,,,,,16406625,,,,Kraków
Solidarność,,01233,,,,,16408328,,,,,,,16406626,,,,Lublin
Solidarność,,01234,,,,,16408329,,,,,,,16406627,,,,Opole
Solidarność,,01235,,,,,16408330,,,,,,,16406628,,,,Wroc.
Solidarność,,01236,,,,,16408331,,,,,,,16406629,,,,"S. l."
Solidarność,,01237,,,,,16408332,,,,,,,16406630,,,,Toruń
Solidarność,,01238,,,,,16408333,,,,,,,16406631,,,,Łódź
Solidarność,,01239,,,,,16408334,,,,,,,,,,,
"Solidarność - Region Śląska Opolskiego",,01240,,,,,16408335,,,,,,,16406632,,,,"S. l."
"Solidarność Instytutu Badań Jądrowych",,01241,,,,,16408336,,,,,,,16406633,,,,Świerk
"Solidarność Małopolska",,01242,,,,,16408337,,,,,,,,,,,
"Solidarność Narodu",,01243,,,,,16408338,,,,,,,16406634,,,,Warszawa
"Solidarność Narodu",,01244,,,,,16408339,,,,,,,16406635,,,,Lublin
"Solidarność Nauczycielska",,01245,,,,,16408340,,,,,,,16406636,,,,Toruń
"Solidarność Polsko-Czeska",,01246,,,,,16408341,,,,,,,16406637,,,,Warszawa
"Solidarność Walcząca",,01247,,,,,16408342,,,,,,,16406638,,,,Wroc.|Wrocław
"Solidarność Walcząca",,01248,,,,,16408343,,,,,,,16406639,,,,Warszawa
"Solidarność Walcząca",,01249,,,,,16408344,,,,,,,16406640,,,,Rzeszów
"Solidarność Walcząca",,01250,,,,,16408345,,,,,,,16406641,,,,Poznań
"Solidarność Walcząca",,01251,,,,,16408346,,,,,,,16406642,,,,Gdynia
"Solidarność Walcząca",,01252,,,,,16408347,,,,,,,16406643,,,,"s. l."
"Solidarność Walcząca",,01253,,,,,16408348,,,,,,,16406644,,,,"S. l."
"Solidarność Walcząca",,01254,,,,,16408349,,,,,,,16406645,,,,Łódź
"Solidarność Walcząca",,01255,,,,,16408350,,,,,,,,,,,
"Solidarność Walcząca Nasz Głos",,01256,,,,,16408351,,,,,,,16406646,,,,Łódź
"Solidarność Walcząca. Oddział Trójmiasto",,01257,,,,,16408352,,,,,,,16406647,,,,Gdańsk
"Solidarność Wybrzeża",,01258,,,,,16408353,,,,,,,16406648,,,,Gdańsk
Solidność,,01259,,,,,16408354,,,,,,,16406649,,,,Warszawa
"Sovětský svaz.",,01260,,,,,16408355,,,,,,,,,,,
"SOW NZS AR",,01261,,,,,16408356,,,,,,,16406650,,,,Szczec.
Sowa,,01262,,,,,16408357,,,,,,,16406651,,,,Bydgoszcz
Sowa,,01263,,,,,16408358,,,,,,,16406652,,,,Warszawa
SPAD,,01264,,,,,16408359,,,,,,,16406653,,,,Krak.
"Společnost přátel USA",,01265,,,,,16408360,,,,,,,,,,,
"Społeczeństwo Niezależne",,01266,,,,,16408361,,,,,,,16406654,,,,Warszawa
"Społeczna Drukarnia 13 Grudnia",,01267,,,,,16408362,,,,,,,16406655,,,,"s. l."
"Społeczna Inicjatywa Wydawnicza",,01268,,,,,16408363,,,,,,,16406656,,,,Białystok
"Społeczne Wydaw. Niezależne",,01269,,,,,16408364,,,,,,,16406657,,,,Warszawa
"Społeczny Fundusz Pomocy Pracowniczej",,01270,,,,,16408365,,,,,,,16406658,,,,Kraków
"Społeczny Instytut Pamięci Narodowej im. Józefa Piłsudskiego",,01271,,,,,16408366,,,,,,,16406659,,,,Warszawa
"Społeczny Instytut Pamięci Narodowej im. Józefa Piłsudskiego",,01272,,,,,16408367,,,,,,,16406660,,,,Kraków
"Społeczny Instytut Wydawniczy „Znak”",,01273,,,,,16408368,,,,,,,,,,,
"Społeczny Komitet Budowy Pomnika Harcerzy Pruszkowskich Poległych na Polach Bitew i Zamęczonych w Obozach Kaźni w latach 1939-1945",,01274,,,,,16408369,,,,,,,16406661,,,,Pruszków
"Społeczny Komitet Budowy Pomnika Poległych Stoczniowców",,01275,,,,,16408370,,,,,,,16406662,,,,Gdańsk
"Społeczny Komitet Nauki",,01276,,,,,16408371,,,,,,,,,,,
Spotkania,,01277,,,,,16408372,,,,,,,16406663,,,,"Lublin|Lub.|Lublin Warszawa [etc.]|Lublin [etc.]|Kraków Lublin [etc.]|Lublin Kraków [etc.]"
Spotkania,,01278,,,,,16408373,,,,,,,16406664,,,,"Kraków [etc.]"
Spotkania,,01279,,,,,16408374,,,,,,,16406665,,,,Warszawa
Spotkania,,01280,,,,,16408375,,,,,,,16406666,,,,Łódź
"Spotkania (nakladatelství)",,01281,,,,,16408376,,,,,,,,,,,
"Spotkania Toruń Kwadrat",,01282,,,,,16408377,,,,,,,16406667,,,,"Lublin [etc.]"
Spółdzielnia,,01283,,,,,16408378,,,,,,,16406668,,,,Poznań
"Spółdzielnia ""Solidarność""",,01284,,,,,16408379,,,,,,,16406669,,,,Puławy
"Spółdzielnia Wydawnicza Stop; ON",,01285,,,,,16408380,,,,,,,16406670,,,,Warszawa
"Spółka Edytorska ""W""",,01286,,,,,16408381,,,,,,,16406671,,,,Wrocław
"Sprawa Polska",,01287,,,,,16408382,,,,,,,16406672,,,,Warszawa
"Sračka [samizdat]",,01288,,,,,16408383,,,,,,,16406673,,,,Olomouc
"SSP ""Grosik""",,01289,,,,,16408384,,,,,,,16406674,,,,"s. l."
Stamtąd,,01290,,,,,16408385,,,,,,,16406675,,,,Kraków
"staraniem LDP [Liberalno-Demokratycznej Partii] ""Niepodległość""",,01291,,,,,16408386,,,,,,,16406676,,,,Warszawa
"staraniem NZS AR [Niezależnego Zrzeszenia Studentów Akademii Rolniczej]",,01292,,,,,16408387,,,,,,,16406677,,,,Szczecin
"staraniem słuchaczy krakowskich wykładów Towarzystwa Kursów Naukowych",,01293,,,,,16408388,,,,,,,16406678,,,,Kraków
"staraniem TKRH Powielania Niepołomicka",,01294,,,,,16408389,,,,,,,16406679,,,,Kraków
"State University of New York",,01295,,,,,16408390,,,,,,,,,,,
Stop,,01296,,,,,16408391,,,,,,,16406680,,,,Warszawa
"Stop Klon",,01297,,,,,16408392,,,,,,,16406681,,,,Warszawa
"Stowarzyszenie Dziennikarzy Polskich",,01298,,,,,16408393,,,,,,,16406682,,,,Warszawa
"Stowarzyszenie Dziennikarzy Polskich|Stowarzyszenie Dziennikarzy Polskich (sdružení)",,01299,,,,,16408394,,,,,,,,,,,
"Stowarzyszenie Ochrony Człowieka i Środowiska ""Ruch Zielonych""",,01300,,,,,16408395,,,,,,,,,,,
"Strażnica Polska",,01301,,,,,16408396,,,,,,,16406683,,,,Warszawa
"Studencka Agencja Wydawnicza ""Sorbona"" im. Uniwersytetu Zachodnio-Pomorskiego|Studencka Agencja Wydawnicza im. Uniwersytetu Zachodnio-Pomorskiego",,01302,,,,,16408397,,,,,,,16406684,,,,Szczecin
"Studencka Inicjatywa Wydawnicza",,01303,,,,,16408398,,,,,,,16406685,,,,Warszawa
"Studencka Inicjatywa Wydawnicza",,01304,,,,,16408399,,,,,,,16406686,,,,Poznań
"Studencka Oficyna Literatów i Dysydentów",,01305,,,,,16408400,,,,,,,16406687,,,,Warszawa
"Studencka Oficyna Wydawnicza",,01306,,,,,16408401,,,,,,,16406688,,,,Warszawa
"Studencka Oficyna Wydawnicza ""Sowa""|Studencka Oficyna Wydawnicza ""SOWA""|Studencka Oficyna Wydawnicza ""Sowa"" Uniwersytet Warszawski|Studencka Oficyna Wydawnicza ""Sowa"" we współpr. z red. ""Solidarności Uniwersytetu Warszawskiego""|Studencka Oficyna Wydawnicza ""Sowa"" we współpr. z Red. ""Solidarności Uniwersytetu Warszawskiego""",,01307,,,,,16408402,,,,,,,16406689,,,,Warszawa
"Studencka Oficyna Wydawnicza NZS [Niezależnego Zrzeszenia Studentów] AR [Akademii Rolniczej",,01308,,,,,16408403,,,,,,,16406690,,,,Szczecin
"Studencki Komitet Obrony Osób Więzionych za Przekonania przy NZS AR [Niezależnym Zrzeszeniu Studentów Akademii Rolniczej] ""Całym zdaniem """,,01309,,,,,16408404,,,,,,,16406691,,,,Lublin
"Studio MPS",,01310,,,,,16408405,,,,,,,16406692,,,,"s. l."
"Studium Teologii Odrodzenia Społecznego ""STOS""",,01311,,,,,16408406,,,,,,,16406693,,,,Warszawa
Sukces,,01312,,,,,16408407,,,,,,,16406694,,,,S.l.
Suplement,,01313,,,,,16408408,,,,,,,16406695,,,,Warszawa
Suplement,,01314,,,,,16408409,,,,,,,16406696,,,,Szczecin
Suplement,,01315,,,,,16408410,,,,,,,16406697,,,,"S. l."
"Suplement 2",,01316,,,,,16408411,,,,,,,16406698,,,,Gdańsk
"Suwerenność Międzyregionalna Komisja Obrony NSZZ [Niezależnego Samorządnego Związku Zawodowego] Solidarność",,01317,,,,,16408412,,,,,,,16406699,,,,Łódź
SV,,01318,,,,,16408413,,,,,,,16406700,,,,Kraków
SW,,01319,,,,,16408414,,,,,,,16406701,,,,Lublin
SW,,01320,,,,,16408415,,,,,,,16406702,,,,Łódź
