group_id,Entity_Name,Entity Acronym,Alternative_form_of_name,Related_Entity_Sub_Entity,Related_Entity_Main_Entity,Located_Location,Grouped,entity_as_author,simple_name_loc
1051,PSN,,,,,Warszawa,bn_books-210-%c-76296,,psn|warszawa
1052,Public Theatre w Nowym Jorku,,,,,,pbl_articles-nan-subject_heading-1394780,,publictheatrewnowymjorku
1053,Puls,,,,,S. l.,bn_books-210-%c-103606,,sl|puls
1054,Punkt Informacyjno-Konsultacyjny Samorządów Pracowniczych Region Mazowsze,,,,2004|2018,Warszawa,bn_books-210-%c-100977,,punktinformacyjnokonsultacyjnysamorządówpracowniczychregionmazowsze|warszawa
1055,Punkt,,,,,Warszawa,bn_books-210-%c-17545|bn_books-210-%c-109386|bn_books-210-%c-109169|bn_books-210-%c-40549,,warszawa|punkt
1057,PWP,,,,,S. l.,bn_books-210-%c-42570,,sl|pwp
1058,PW,,,,,,bn_books-210-%g-26142,,pw
1060,Politechnika Wrocławska,,PW,,,Wrocław,bn_books-210-%c-64729|bn_books-210-%c-73517,,wrocław|pw
1061,pzpn,,,,,Lublin,bn_books-210-%c-89127,,lublin|pzpn
1062,PZWN,,,,,Poznań|etc.,bn_books-210-%c-76113,,pzwn|poznańetc
1063,Półka Poetów,,,,,Kraków,bn_books-210-%c-105701|bn_books-210-%c-75573,,kraków|półkapoetów
1064,Półświatek,,,,,Łódź,bn_books-210-%c-37755,,półświatek|łódź
1065,PŚ,,,,,Katowice,bn_books-210-%g-74049,,pś|katow
1066,Quarter-II,,,,,Kraków,bn_books-210-%c-93943,,kraków|quarterii
1067,Rada Oświaty Niezależnej Region Dolny Śląsk,,Rada Oświaty Niezależnej Region Dolny Śląsk|Rada Oświaty Niezależnej|Rada Oświaty Niezależnej. Region Dolny Śląsk|Rada Oświaty Niezależnej przy RKS NSZZ Solidarność Regionu Dolny Śląsk,,2009||914|2004,Wrocław,bn_books-210-%c-17136|bn_books-210-%c-26658|bn_books-210-%c-59234|bn_books-210-%c-8495|bn_books-210-%c-98491|bn_books-210-%c-17125|bn_books-210-%c-8763|bn_books-210-%c-82586|bn_books-210-%c-99607|bn_books-210-%c-99625|bn_books-210-%c-26677|bn_books-210-%c-82570|bn_books-210-%c-82554|bn_books-210-%c-37379|bn_books-210-%c-37352|bn_books-210-%c-48815|bn_books-210-%c-88710|bn_books-210-%c-48834,,wrocław|radaoświatyniezależnej|radaoświatyniezależnejregiondolnyśląsk|radaoświatyniezależnejprzyrksnszzregionalnymkomiteciestrajkowymniezależnegosamorządnegozwiązkuzawodowegosolidarnośćregionudolnyśląsk
1071,Rada Polityczna KPN,,Rada Polityczna,,424,,bn_books-110-%2-41789,,radapolityczna
1072,Rada vzájemné hospodářské pomoci,,,,,,cz_articles-610-$$a-2421282,,radavzájemnéhospodářsképomoci
1073,Radiator,,,,2050,Lublin,bn_books-210-%c-43038,,lublin|radiator
1074,Radio Free Europe,,,,,,cz_articles-610-$$a-2358559,,radiofreeeurope
1075,Recontra,,,,,Warszawa,bn_books-210-%c-68877|bn_books-210-%c-109186|bn_books-210-%c-84147,,recontra|warszawa
1076,Recto,,,,,Warszawa,bn_books-210-%c-48525|bn_books-210-%c-39192|bn_books-210-%c-61126|bn_books-210-%c-73120|bn_books-210-%c-88779|bn_books-210-%c-10481|bn_books-210-%c-88800|bn_books-210-%c-85648|bn_books-210-%c-19489,,recto|warsaw|warszawa
1083,Redakcja Biblioteki Głosu,,,,305,Warszawa,bn_books-210-%c-69824,,warszawa|redakcjabibliotekigłosu
1084,Robotnik,,Redakcja Robotnika,,,Warszawa|Gdańsk,bn_books-210-%c-76343,,gdańskwarszawa|redakcjarobotnika
1086,Reduta,,,,,Lublin,bn_books-210-%c-34297,,lublin|reduta
1087,Reduta,,,,,s. l.,bn_books-210-%g-109663,,sl|reduta
1088,Reduta,,,,,Warszawa,bn_books-210-%c-54308|bn_books-210-%c-14638|bn_books-210-%c-110072|bn_books-210-%c-44934|bn_books-210-%c-68760|bn_books-210-%c-100169,,reduta|warszawa
1089,Reduta,,,,,Warszawa|Gdańsk,bn_books-210-%c-89858,,warszawagdańsk|reduta
1090,Regionalna Komisja Wyborcza Region Małopolska,,Regionalna Komisja Wyborcza. Region Małopolska,,2017|2004,Kraków,bn_books-210-%c-67125,,kraków|regionalnakomisjawyborczaregionmałopolska
1091,Regionalna Komisja Wykonawcza NSZZ Solidarność Ziemi Łódzkiej,RKW NSZZ Solidarność Ziemi Łódzkiej,Regionalna Komisja Wykonawcza Niezależnego Samorządnego Związku Zawodowego Solidarność Ziemi Łódzkiej,,2038|2004,Łódź,bn_books-210-%c-13620,,regionalnakomisjawykonawczaniezależnegosamorządnegozwiązkuzawodowegosolidarnośćziemiłódzkiej|łódź
1092,Regionalna Komisja Wykonawcza NSZZ Solidarność Dolny Śląsk,RKW NSZZ Solidarność Dolny Śląsk,RKW NSZZ S . Dolny Śląsk|RKW NSZZ Solidarność. Dolny Śląsk|RKW NSZZ Solidarność|Regionalna Komisja Wykonawcza Niezależnego Samorządnego Związku Zawodowego Solidarność,438,2009|2004,Wrocław,bn_books-210-%c-74512|bn_books-210-%c-18595|bn_books-210-%c-97475|bn_books-210-%c-82180|bn_books-210-%g-74512|bn_books-210-%g-44628|bn_books-210-%c-248|bn_books-210-%c-44628,,wroc|rkwnszzregionalnakomisjawykonawczaniezależnegosamorządnegozwiązkuzawodowegosolidarnośćdolnyśląsk|rkwnszzregionalnakomisjawykonawczaniezależnegosamorządnegozwiązkuzawodowegosolidarność|regionalnakomisjawykonawczaniezależnegosamorządnegozwiązkuzawodowegosolidarność|wrocław|rkwnszzsolidarność|rkwregionalnakomisjawykonawczanszzsniezależnegosamorządnegozwiązkuzawodowegosolidarnośćdolnyśląsk
1093,Regionalna Komisja Wykonawcza NSZZ Solidarność Region Śląsko-Dąbrowski,RKW NSZZ Solidarność Region Śląsko-Dąbrowski,Regionalna Komisja Wykonawcza NSZZ Solidarność Regionu Śląsko-Dąbrowskiego,389,2004|2029,Katowice,bn_books-210-%c-88262,,regionalnakomisjawykonawczanszzniezależnegosamorządnegozwiązkuzawodowegosolidarnośćregionuśląskodąbrowskiego|katowice
1094,Regionalna Komisja Wykonawcza NSZZ Solidarność Region Toruń,RKW NSZZ Solidarność Region Toruń,RKW NSZZ Solidarność|Regionalna Komisja Wykonawcza NSZZ Solidarność,,2032|2004,Toruń,bn_books-210-%c-10348|bn_books-210-%c-44475,,rkwnszzsolidarność|regionalnakomisjawykonawczanszzniezleżnegosamorządnegozwiązkuzawodowegosolidarność|toruń
1095,Regionalny Komitet Obrony Więzionych za Przekonania,,,,,Rzeszów,bn_books-210-%c-30735,,rzeszów|regionalnykomitetobronywięzionychzaprzekonania
1096,Regionalny Komitet Strajkowy NSZZ Solidarność Dolny Śląsk,RKS NSZZ Solidarność Dolny Śląsk,R. K. S. Region Dolny Śląsk NSZZ|RKS NSZZ Solidarność|RKS Dolny Śląsk NSZZ Solidarność|Wydaw. RKS Dolny Śląsk|RKS|RKW NSZZ S|RKS NSZZ Solidarność. Region Dolny Śląsk|Wydawnictwa RKS Dolny Śląsk|R.K.S. Region Dolny Śląsk NSZZ Solidarność,,2009|2004,Wrocław,bn_books-210-%c-8035|bn_books-210-%c-80870|bn_books-210-%c-31273|bn_books-210-%c-5367|bn_books-210-%c-104640|bn_books-210-%c-104502|bn_books-210-%c-5973|bn_books-210-%c-31250|bn_books-210-%g-82180|bn_books-210-%c-5989|bn_books-210-%c-20681,,wydawrksregionalnegokomitetustrajkowegodolnyśląsk|wroc|rksnszzregionalnykomitetstrajkowyniezależnegosamorządnegozwiązkuzawodowegosolidarność|wydawnictwarksregionalnegokomitetustrajkowegodolnyśląsk|regionalnykomitetstrajkowynszzniezależnegosamorządnegozwiązkuzawodowegosolidarnośćdolnyśląsk|rkwnszzs|rksregionalnykomitetstrajkowyregiondolnyśląsknszzniezależnegosamorządnegozwiązkuzawodowegosolidarność|rksregionalnykomitetstrajkowy|wrocław|rksregionalnykomitetstrajkowydolnyśląsknszzniezależnegosamorządnegozwiązkuzawodowegosolidarność|rksnszzregionalnykomitetstrajkowyniezależnegosamorządnegozwiązkuzawodowegosolidarnośćregiondolnyśląsk|rksregionalnykomitetstrajkowyregiondolnyśląsknszzniezależnegosamorządnegozwiązkuzawodowego|rksnszzsolidarność
1100,Regiony,,,,,Kraków|Gdańsk,bn_books-210-%c-29666|bn_books-210-%c-51867|bn_books-210-%c-17750|bn_books-210-%c-2019|bn_books-210-%c-22743|bn_books-210-%c-95262|bn_books-210-%c-43427,,gdańskkraków|regiony
1104,ReKontra,,ReKontra|Rekontra,,,Warszawa,bn_books-210-%c-26383|bn_books-210-%c-29181|bn_books-210-%c-13887|bn_books-210-%c-23869|bn_books-210-%c-91069|bn_books-210-%c-39045|bn_books-210-%c-32487|bn_books-210-%c-35868|bn_books-210-%c-93773|bn_books-210-%c-84473|bn_books-210-%c-50432,,rekontra|warszawa
1105,Renega,,,,,Praha,cz_books-264-$$b-2428316,,praha|renegasamizdat
1106,Republika,,Republika hudební skupina,,,,cz_articles-610-$$a-2401630,,republikahudebnískupina
1107,Respublica,,,859,,Lublin|Warszawa,bn_books-210-%c-98279|bn_books-210-%c-5550|bn_books-210-%c-22327|bn_books-210-%c-1829|bn_books-210-%c-42047|bn_books-210-%c-83591|bn_books-210-%c-42035|bn_books-210-%c-25886|bn_books-210-%c-12317|bn_books-210-%c-35381|bn_books-210-%c-22343|bn_books-210-%c-42058|bn_books-210-%c-24893|bn_books-210-%c-24908|bn_books-210-%c-12484|bn_books-210-%c-85947|bn_books-210-%c-27037|bn_books-210-%c-24930|bn_books-210-%c-75470|bn_books-210-%c-22116|bn_books-210-%c-22382|bn_books-210-%c-38251|bn_books-210-%c-22365,,lublin|respublica|warszawa
1109,Resursa,,,,,Kraków,bn_books-210-%c-51659,,kraków|resursa
1110,RES,,,,,Kraków,bn_books-210-%c-86918,,res|kraków
1111,Rewers,,,,,Warszawa,bn_books-210-%c-56239,,rewers|warszawa
1112,Rezonans,,Rezonans,,,Olsztyn,bn_books-210-%c-46717|bn_books-210-%c-110050,,olsztyn|rezonans
1113,Riviera-Remont (studentský klub),,Riviera-Remont studentský klub,,,,cz_articles-610-$$a-2391986,,rivieraremontstudentskýklub
1114,RKMN,,,,,s. l.,bn_books-210-%g-82199,,sl|rkmn
1119,Regionalny Komitet Strajkowy Małopolska,RKS Małopolska,RKS Małopolska,,2017|2004,Kraków,bn_books-210-%c-66685,,rksregionalnykomitetstrajkowymałopolska|kraków
1125,RKW NSZZ Solidarność,,,,2004,s. l.,bn_books-210-%g-18595,,rkwnszzsolidarność|sl
1131,Regionalna Komisja Wykonawcza NSZZ Solidarność Region Małopolska,RKW NSZZ Solidarność Dolny Śląsk,RKW,,2017|2004,Kraków,bn_books-210-%c-73290,,rkwregionalnakomisjawykonawcza|kraków
1132,Robotnik,,,,,Warszawa,bn_books-210-%g-82648|bn_books-210-%g-102009|bn_books-210-%c-91731|bn_books-210-%c-65489|bn_books-210-%g-65489|bn_books-210-%g-37395|bn_books-210-%c-13408|bn_books-210-%c-32886,,warsz|robotnik|warszawa
1134,Ruch Oporu NZS,,RO NZS,,2001,S. l.,bn_books-210-%c-30175,,sl|ronzs
1136,Rosa,,,,,Radom,bn_books-210-%c-4062|bn_books-210-%c-15482,,rosa|radom
1137,Rostislav Valušek,,,,,Olomouc,cz_books-264-$$b-2425628|cz_books-264-$$b-2425919,tak,olomouc|rostislavvalušeksamizdat
1138,Rota,,,,,Kraków,bn_books-210-%c-76918|bn_books-210-%c-73920|bn_books-210-%c-51471|bn_books-210-%c-84267|bn_books-210-%c-64453|bn_books-210-%c-105844|bn_books-210-%c-56690|bn_books-210-%c-1212|bn_books-210-%c-77883|bn_books-210-%c-39904|bn_books-210-%c-39979|bn_books-210-%c-39946|bn_books-210-%c-38270|bn_books-210-%c-106000|bn_books-210-%c-47321|bn_books-210-%c-64585|bn_books-210-%c-39965|bn_books-210-%c-3573|bn_books-210-%c-39884|bn_books-210-%c-39929|bn_books-210-%c-106038|bn_books-210-%c-38086|bn_books-210-%c-30957|bn_books-210-%c-56364|bn_books-210-%c-30913|bn_books-210-%c-64435|bn_books-210-%c-30928|bn_books-210-%c-79801|bn_books-210-%c-104689,,rota|kraków
1139,Roxolania,,,,,Gdańsk,bn_books-210-%c-70228,,gdańsk|roxolania
1140,Rozstaje,,,,,S. l.|S.l.,bn_books-210-%c-74030|bn_books-210-%c-59949,,sl|rozstaje
1142,Ruch Młodej Polski,,,,,Kraków,bn_books-110-%1-83124|bn_books-110-%1-83134|bn_books-110-%1-83146|bn_books-210-%c-94678|bn_books-110-%1-83110,,ruchmłodejpolski||kraków
1144,Ruch Młodzieży Katolickiej NZS PWr.,,Ruch Młodzieży Katolickiej NZS . Politechnika Wrocławska,,2001,Wrocław,bn_books-210-%c-38462,,ruchmłodzieżykatolickiejnzsniezależnegozrzeszeniastudentówpolitechnikawrocławska|wrocław
1146,Ruch Młodzieży Niezależnej,,Ruch Młodzieży Niezależnej Dolny Śląsk,,,Wrocław|Gorzów Wielkopolski,bn_books-210-%c-41921|bn_books-210-%c-70411,,wrocław|ruchmłodzieżyniezależnejdolnyśląsk|ruchmłodzieżyniezależnej|gorzówwielkopolski
1148,Ruch Obrony Praw Człowieka i Obywatela,ROPCiO,ROPCZO Hnutí na obranu lidských a občanských práv,,,Warszawa,cz_articles-610-$$a-2362923|bn_books-110-%1-83158|bn_books-210-%c-91495,,ruchobronyprawczłowiekaiobywatela|warszawa|ropczohnutínaobranulidskýchaobčanskýchpráv
1149,"Ruch Oporu Społecznego Wolność, Niepodległość",,,,,Kraków,bn_books-210-%c-72069,,kraków|ruchoporuspołecznegowolnośćniepodległość
1150,Ruch Polityczny Wyzwolenie,,,,,,bn_books-110-%1-83191,,ruchpolitycznywyzwolenie
1151,Ruch Polityki Realnej,RPR,RPR,,,Warszawa,bn_books-110-%1-83202|bn_books-210-%c-83202,,rpr|ruchpolitykirealnej|warszawa
1152,Ruch Społeczny Solidarność,,Ruch Społeczny Solidarność. Sekcja Organizacyjna,,2009|2004|2018,Wrocław|Warszawa,bn_books-210-%c-44194|bn_books-210-%c-63499|bn_books-210-%c-5452|bn_books-210-%c-91678|bn_books-210-%c-78182|bn_books-210-%c-102193|bn_books-210-%c-99085|bn_books-210-%c-50857|bn_books-210-%c-25105|bn_books-210-%c-15255|bn_books-210-%c-20594|bn_books-210-%c-18784|bn_books-210-%c-51181|bn_books-210-%c-39135|bn_books-210-%c-30142|bn_books-210-%c-70854|bn_books-210-%c-37526|bn_books-210-%c-84060|bn_books-210-%c-53281|bn_books-210-%c-42445|bn_books-210-%c-75758|bn_books-210-%c-67374|bn_books-210-%c-10257|bn_books-210-%c-92529|bn_books-210-%c-86471|bn_books-210-%c-6232|bn_books-210-%c-64789|bn_books-210-%c-10282,,wrocław|ruchspołecznysolidarnośćsekcjaorganizacyjna|warszawa|ruchspołecznysolidarność
1158,Ruch Wolnych Demokratów,,,,,,bn_books-110-%1-83264|cz_articles-610-$$a-2363687,,ruchwolnychdemokratów
1160,Ruch Wyzwolenia Polski,RWP,RWP,,,Warszawa,bn_books-210-%c-83282|bn_books-110-%1-83282,,ruchwyzwoleniapolski|rwp|warszawa
1161,Ruch Zielonych,,,,,Warszawa,bn_books-210-%c-91136,,ruchzielonych|warszawa
